COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following accurately describes how account information is stored in a Domain?,"Account information is stored in a centralized database, on a server","Account information is stored in a local database, on each computer","Account information is stored on a shared folder, hosted on a file server","Account information is stored on a network device, such as a switch or router",A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following accurately describes how account information is stored in a Workgroup?,"Account information is stored in a centralized database, on a server","Account information is stored in a local database, on each computer","Account information is stored on a shared folder, hosted on a file server","Account information is stored on a network device, such as a switch or router",B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following statements is true when considering the primary differences between a proxy server and VPN?,VPNs encrypt traffic,Proxy servers do not encrypt traffic,VPNs mask IP addresses,All of the other answers are correct,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,A ____ transmission send IP packets to a single recipient?,Multicast,Unicast,Broadcast,Single mode,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Users would like to access the company’s private network while working from home and is unable to RDP into the File Server at the office. Which of the following would be a secure option?,"On the company gateway firewall, forward port 3389 to the server to allow external RDP connectivity","Connect the server directly to the ISP device, bypassing the router, so that it receives an external IP address","Allow users to share a login to third party, remote connectivity software",A VPN connection,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,You have a computer with an address of 169.254.32.23 and a subnet mask of 255.255.0.0. You cannot connect to your local file server IP 10.10.10.100. What is most likely the problem?,The server cannot reach the DHCP server,The DNS servers are incorrect or are down,NetBIOS over TCP/IP has not been enabled,The Default Gateway is incorrect,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,A network administrator is troubleshooting an issue in which clients can ping local devices on the same network (192.168.1.0/24) but cannot reach the Internet. Which of the following is the most likely culprit?,Router,Switch,Cables,Clients,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following security access control methods uses the physical address of the NIC to limit access to a network?,MAC filtering,ACL,VLAN,IP address blocking,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following statements is true when considering the primary differences between TCP and UDP?,TCP is a connectionless protocol,TCP is slower than UDP,UDP is a connection-oriented protocol,UDP is slower than TCP,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What CLI command do you use to display active TCP or UDP connections?,nbtstat,netstat,ipconfig,nslookup,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is a DHCP scope?,A reserved range of IP addresses,A defined range of IP addresses that the DHCP server can assign to clients,A Dynamic Host Control Protection firewall rule,All of the other answers are correct.,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What is a DNS server?,A server gateway that provides access to the internet,A server that provides a database of file shares on the network,A server that contains a database of hostnames to IP addresses,A server that provides IP addresses to clients,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which of the following accurately describes DHCP snooping?,Inspects DHCP requests and forwards them appropriately,"Aggregates DHCP requests, so that multiple requests can be answered simultaneously",Automatically pushes security updates to DHCP enabled clients,Prevents unauthorized DHCP server access and drops unacceptable DHCP traffic,D
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,"When implementing an iSCSI storage network, which of the following is something that would be considered beneficial?",High latency,Multiple paths,Low bandwidth,All of the other answers are correct,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,"A network administrator is configuring a storage network to use jumbo frames. Which of the following Windows ping commands, run from the server, could be used to ensure that jumbo frames are functional?",ping <storageIP> -f -l 8972,ping <storageIP> -f -l 1500,ping <serverIP> -f -l 1400,ping <serverIP> -f -l 1500,A
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which port does a DHCP server use?,80,67,23,69,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What CLI command do you use to clear the DNS cache on a local system?,ipconfig /registerdns,ipconfig /cleardns,ipconfig /flushdns,ipconfig /releasedns,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What type of address is 169.254.2.255?,Multicast address,Broadcast address,APIPA,Anycast address,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,Which layer of the OSI model is used to create a FTP connection to transfer files?,Physical,Session,Application,Presentation,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What command uses ICMP to test network connectivity?,NSLOOKUP,IFCONFIG,PING,FTP,C
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,The default subnet mask for a Class C IP address is 255.255.0.0.,TRUE,FALSE,,,B
COMPUTER NETWORK TECHNOLOGY NATIONAL 2023,What does the arp -a command on a Windows client show?,IP address,MAC address,IP to MAC address mapping,None of the other answers are correct,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which statement describes the autonomous system number used in EIGRP configuration on a Cisco router?,It carries the geographical information of the organization.,It functions as a process ID in the operation of the router.,It is a globally unique autonomous system number that is assigned by IANA.,It identifies the ISP that provides the connection to the network of the organization,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,An EIGRP router loses the route to a network. Its topology table contains two feasible successors to the same network. What action will the router take?,The DUAL algorithm is recomputed to find an alternate route.,The router uses the default route.,The best alternative backup route is immediately inserted into the routing table.,The router will query neighbors for an alternate route.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is the function of OSPF hello packets?,to send specifically requested link-state records,to discover neighbors and build adjacencies between them,to ensure database synchronization between routers,to request specific link-state records from neighbor routers,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. R1 and R2 are OSPFv3 neighbors. Which address would R1 use as the next hop for packets that are destined for the Internet?,FF02::5,2001:DB8:ACAD:1::2,2001:DB8:C5C0:1::2,FE80::21E:BEFF:FEF4:5538,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What command can be used to verify the number of equal-cost paths currently configured on the router?,show ip protocols,show ip route,show ip interface brief,show eigrp brief,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What command is used to verify that the correct EIGRP adjacencies were formed after being configured for authentication?,show ip route,show eigrp neighbors,show ip route neighbors,show ip eigrp neighbors,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which of the following commands will create a default route for IPv6?,Ipv6 route 2001::1/64 serial 0/1/0,Ipv6 route ::1/0 serial 0/1/0,ipv6 route ::/0 serial 0/1/0,ipv6 route fe80::1/64 serial 0/1/0,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What command is used to display IPv6 routes?,Show route ipv6,Show ipv6 route,Show route,Show all route,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What command will configure the bandwidth to 40% for EIGRP ipv6?,(config)# ipv6 bandwidth-percent eigrp 40,(config-if) ipv6 bandwidth-percent eigrp 40,(config)# ipv6 bandwidth-percent eigrp 3 40,(config-if) ipv6 bandwidth-percent eigrp 3 40,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What method does Cisco use to authenticate routing protocol packets?,MD5,AES,RSA,Twofish,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"To verify that the correct EIGRP adjacencies were formed after being configured for authentication, what command would you use?",Show run,show ip eigrp neighbors,show ip interface brief,show ip eigrp interface,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. A network engineer is troubleshooting host connectivity on a LAN that uses a first hop redundancy protocol. Which Ipv4 gateway address should be configured on the host?,192.168.2.0,192.168.2.1,192.168.2.2,192.168.2.100,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. What protocol can be configured on gateway routers R1 and R2 that will allow traffic from the internal LAN to be load balanced across the two gateways to the Internet?,STP,PVST,PVST+,GLBP,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is the purpose of setting the native VLAN separate from data VLANs?,The native VLAN is for carrying VLAN management traffic only.,The security of management frames that are carried in the native VLAN can be enhanced.,"A separate VLAN should be used to carry uncommon, untagged frames to avoid bandwidth contention on data VLANs.","The native VLAN is for routers and switches to exchange their management information, so it should be different from data VLANs.",C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. All the routers that are displayed are part of the EIGRP domain. Assuming EIGRP metric weights are not altered in the configurations, which path will a packet take that originates from a host on the 192.168.1.0/24 network and is going to a host on the 192.168.2.0/24 network?","R1, R4, R3","R1, R5, R3","R1, R2, R3","R1, R2, R5, R3",D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"If no bridge priority is configured in PVST, which criteria is considered when electing the root bridge?",lowest IP address,lowest MAC address,highest IP address,highest MAC address,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. A network administrator is configuring EIGRP AS 20 on Router_2 and has received the error that is shown. What is the cause of the error?,The autonomous system (AS) number is not the same as the number on other routers in this network.,The Ipv6 routing process cannot be implemented until Ipv6 routing is enabled.,The EIGRPv6 interface configuration is incomplete.,The passive-interface default command has been implemented for EIGRPv6.,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. Router R1 has recently been configured to operate in an Ipv6 only network and is connected via interface GigabitEthernet0/0 to router R2. R2 is configured correctly, but will not form a neighbor relationship with R1. What is the problem?",The IP address is missing on interface GigabitEthernet0/0.,The command ipv6 unicast-routing has not been implemented.,The router ID has not been created on router R1.,The EIGRPv6 process has not been activated on interface GigabitEthernet0/0.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is a characteristic of EtherChannel?,EtherChannel uses physical ports that have been upgraded to provide a faster connection.,STP will not block redundant EtherChannel bundles between two switches,STP treats all interfaces in a bundle as a single logical link,EtherChannel configuration is applied to each physical port.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is the most likely cause when the output of the show interface command shows that a switch interface is up but the line protocol is down?,A cable is not attached to the interface,An incorrect default gateway has been configured,An encapsulation type mismatch exists,An incorrect cable type has been attached to the interface,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. A network administrator is reviewing the configuration of switch S1. Which protocol has been implemented to group multiple physical ports into one logical link?,PAgP,DTP,LACP,STP,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which technology supports CHAP authentication over a dialer interface?,GRE,PPPoE,VPN,eBGP,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Which WAN technology can serve as the underlying network to carry multiple types of network traffic such as IP, ATM, Ethernet, and DSL?",ISDN,MPLS,Frame Relay,Ethernet WAN,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which WAN connectivity method would be used in a remote location where there are no service provider networks?,cable,VPN,VSAT,WiMAX,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,How many 64 kb/s voice channels are combined to produce a T1 line?,8,16,24,32,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. Which interface on switch S1 should be configured as a DHCP snooping trusted port to help mitigate DHCP spoofing attacks?,G0/23,G0/1,G0/24,G0/22,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. Routers R1 and R2 have been configured for PPP using CHAP as the authentication protocol, but the link will not go to the up and up state. What configuration error has been made?",R1 has an incorrect username,Both routers are missing the ppp pap sent-username command.,One of the routers needs a different password for the specified username.,One of the router IP addresses needs to be changed to be on the same network.,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,An OSPFv3 router has no Ipv4 addresses configured and the router ID has not been manually set. What is the result of this configuration?,OSPFv3 will not start.,The highest Ipv6 address of a loopback interface will be used as the router ID,The highest Ipv6 address of a physical interface will be used as the router ID,The router will automatically generate a router ID using the MAC address of one of the interfaces.,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which protocol defines port-based authentication to restrict unauthorized hosts from connecting to the LAN through publicly accessible switchports?,802.1x,RADIUS,TACACS+,SSH,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is the function of STP in a scalable network?,It decreases the size of the failure domain to contain the impact of failures,It protects the edge of the enterprise network from malicious activity,It disables redundant paths to eliminate Layer 2 loops,It combines multiple switch trunk links to act as one logical link for increased bandwidth.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is the function of ASICs in a multilayer switch?,The provide power to devices such as IP phones and wireless access points through Ethernet ports.,They streamline forwarding of IP packets in a multilayer switch by bypassing the CPU,They prevent Layer 2 loops by disabling redundant links between switches,They aggregate multiple physical switch ports into a single logical port,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. The partial configuration that is shown was used to configure router-on-a-stick for VLANs 10, 30, and 50. However, testing shows that there are some connectivity problems between the VLANs. Which configuration error is causing the problem?",A configuration for the native VLAN is missing,There is no IP address configured for the FastEthernet0/0 interface,The wrong VLAN has been configured on subinterface Fa0/0.50,The VLAN IP addresses should belong to the same subnet.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. Which switch will be the root bridge after the election process is complete?,S1,S2,S3,S4,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. A network administrator is configuring PVST+ for the three switches. What will be a result of entering these commands?,S1 will set the priority value for VLAN 10 to 0.,S2 will set the priority value for VLAN 10 to 24576.,S3 will set the priority value for VLAN 30 to 8192,S1 will set the priority value for VLAN 20 to 24596.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. If the switch has been configured for PVST+ mode, what command output would replace the question marks?",ieee,pvst,pvst+,rstp,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which technology is an open protocol standard that allows switches to automatically bundle physical ports into a single logical link?,Multilink PPP,DTP,LACP,PagP,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. A network administrator has connected two switches together using EtherChannel technology. If STP is running, what will be the end result?",The switches will load balance and utilize both EtherChannels to forward packets.,STP will block one of the redundant lines,The resulting loop will create a broadcast storm.,Both port channels will shutdown.,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. Based on the command output shown, what is the status of the EtherChannel?",The EtherChannel is dynamic and is using ports Fa0/10 and Fa0/11 as passive ports.,The EtherChannel is down as evidenced by the protocol field being empty.,The EtherChannel is partially functional as indicated by the P flags for the FastEthernet ports.,The EtherChannel is in use and functional as indicated by the SU and P flags in the command output,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,A network engineer is configuring a LAN with a redundant first hop to make better use of the available network resources. Which protocol should the engineer implement?,FHRP,GLBP,HSRP,VRRP,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which dynamic routing protocol uses hop count to calculate metric value?,RIP,EIGRP,OSPF,IS-IS,B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,"Refer to the exhibit. A network administrator issues the show ip protocols command. Based on the exhibited output, what can be concluded?",The EIGRP K values are default values,R1 receives routes to the network 192.168.1.0/24 and 10.0.0.0/24,The no auto-summary command is not applied for the EIGRP operation,Up to 4 routes of different metric values to the same destination network will be included in the routing table.,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which feature of the EIGRP routing protocol can provide fast re-convergence without DUAL recomputation in the event of a route failure?,having a successor route,having a feasible successor route,having a route in the passive state,having a route in the active state,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. An administrator attempts to configure EIGRP for Ipv6 on a router and receives the error message that is shown. Which command must be issued by the administrator before EIGRP for Ipv6 can be configured?,no shutdown,eigrp router-id 100.100.100.100,ipv6 unicast-routing,ipv6 eigrp 100,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. What will Router1 do if it receives packets that are destined to network 172.16.4.0/24?,drop the packets,forward the packets to the gateway of last resort,send the packets out interface GigabitEthernet0/0,send the packets to network 0.0.0.0,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,In which IOS CLI mode must a network administrator issue the maximum-paths command to configure load balancing in EIGRP?,global configuration mode,interface configuration mode,privileged mode,router configuration mode,A
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Refer to the exhibit. Why did R1 and R2 not establish an adjacency?,The AS number does not match on R1 and R2,The automatic summarization is enabled on R1 and R2,The Ipv4 address of Fa0/0 interface of R1 has a wrong IP address,The is no network command for the network 192.168.1.0/24 on R1,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,What is the order of packet types used by an OSPF router to establish convergence?,"Hello, LSAck, LSU, LSR, DBD","LSAck, Hello, DBD, LSU, LSR","Hello, DBD, LSR, LSU, LSAck","LSU, LSAck, Hello, DBD, LSR",B
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which wildcard mask would be used to advertise the 192.168.5.96/27 network as part of an OSPF configuration?,0.0.0.32,0.0.0.31,255.255.255.224,255.255.255.223,D
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,Which OSPFv3 function works differently from OSPFv2?,metric calculation,hello mechanism,OSPF packet types,authentication,C
SYSTEM ADMINISTRATION USING CISCO NATIONAL 2021,On what type of OSPF router is interarea route summarization configured?,intra-area routers,backbone routers,ABRs,ASBRs,D
NETWORK ADMINISTRATION USING CISCO 2022,What port is commonly used for HTTP traffic?,443,80,22,8080,B
NETWORK ADMINISTRATION USING CISCO 2022,What command is used to clear all mac address table entries?,Clear mac-address-table,Clear macaddress table,Clean mac-address-table,Eliminate mac-address-table,A
NETWORK ADMINISTRATION USING CISCO 2022,Which of the following describes the AS number that is used in EIGRP?,Identifies the priority of the networks to be included in update packets.,Defines the reliability of the EIGRP routing protocol.,It is associated with the global Autonomous System number that is assigned by IANA.,Specifies the EIGRP routing process on a router,D
NETWORK ADMINISTRATION USING CISCO 2022,Which dynamic routing protocol uses hop count to calculate metric value?,EIGRP,IS-IS,RIP,OSPF,C
NETWORK ADMINISTRATION USING CISCO 2022,What is one reason to use the ip ospf priority command when the OSPF routing protocol is in use?,Influence the DR/BDR election process,Provide a backdoor for connectivity during the convergence process,Activate the OSPF neighboring process,Streamline and speed up the convergence process,A
NETWORK ADMINISTRATION USING CISCO 2022,Which characteristic describes both ABRs and ASBRs that are implemented in a multiarea OSPF network?,They are required to reload frequently and quickly to update the LSDB.,They both run multiple routing protocols simultaneously.,They are required to perform any summarization or redistribution tasks.,They usually have many local networks attached.,C
NETWORK ADMINISTRATION USING CISCO 2022,What is used to facilitate hierarchical routing in OSPF?,Frequent SPF calculations,Auto summarization,The election of designated routers,The use of multiple areas,D
NETWORK ADMINISTRATION USING CISCO 2022,What is the purpose of a Null0 route in the routing table?,Prevent routing loops,Redistribute external routes into EIGRP,Act as a gateway of last resort,Prevent the router from sending EIGRP packets,A
NETWORK ADMINISTRATION USING CISCO 2022,What is the administrative distance of externally learned EIGRP routes?,170,120,110,90,A
NETWORK ADMINISTRATION USING CISCO 2022,"When a Cisco router is configured with fast-switching, how are packets distributed over equal-cost paths?",Per-packet basis,Per-interface basis,Per-path-load basis,Per-destination basis,D
NETWORK ADMINISTRATION USING CISCO 2022,What capability is provided using application-specific integrated circuits in Cisco multilayer switches?,Aggregating physical ports into a single logical interface,Providing user authentication and authorization,Protecting data traffic in the event of a failed circuit,Forwarding of IP packets independent of the CPU,D
NETWORK ADMINISTRATION USING CISCO 2022,A network technician needs to connect a PC to a Cisco network device for initial configuration. What is required to perform this device configuration?,HTTP access,Telnet access,Internet access,Terminal emulation client,D
NETWORK ADMINISTRATION USING CISCO 2022,Which of the following statements describes a VPN?,They are open-source connections used to create tunnels over the internet,They have dedicated physical interfaces used by remote users,They use virtual connections to create a private network through a public network,They are logical connections to create a public network on the internet,C
NETWORK ADMINISTRATION USING CISCO 2022,What form of NAT is being used when inside addresses are mapped specifically to respective outside addresses?,Static NAT,Dynamic NAT,PAT,Specific NAT,A
NETWORK ADMINISTRATION USING CISCO 2022,"After configuring an access-list and applying it to a NAT configuration on a router, what is likely the issue?",The NAT inside and outside interfaces have not been specified yet,NAT Table size has not been specified yet and there is no room to hold translations,NAT only works with named access control lists,,A
NETWORK ADMINISTRATION USING CISCO 2022,"A user enters the following command on a Cisco router: access-list 110 permit 192.168.48.0 0.0.0.255. However, the user received an error instead. What is most likely the problem?",The ACL is created with a number greater than 99 which means this is an extended ACL. Extended ACLs need to have a protocol and a destination specified.,The subnet is specified with a wild card mask. This instead needs to be a subnet mask.,The access control feature on the device has not been enabled.,,B
NETWORK ADMINISTRATION USING CISCO 2022,"A user enters the following command on a Cisco router: access-list 110 permit 192.168.48.0 0.0.0.255. However, the user received an error instead. What is most likely the problem?",The ACL is created with a number greater than 99 which means this is an extended ACL. Extended ACLs need to have a protocol and a destination specified.,The subnet is specified with a wild card mask. This instead needs to be a subnet mask.,The access control feature on the device has not been enabled.,,A
NETWORK ADMINISTRATION USING CISCO 2022,The following OSPF command was entered on a Cisco router: network 192.168.0.0 0.0.255.255 area 0. What is most likely the issue?,The OPSF setting for allowing loopback addresses has not been enabled.,,,,A
NETWORK ADMINISTRATION USING CISCO 2022,"A technician is troubleshooting a networking connectivity issue. As a troubleshooting step, she wants to clear the MAC address table on the Cisco switch. Which command will do this?",Mac address-table clear,arp -d *,Reload mac-address-table,Clear mac-address-table,D
NETWORK ADMINISTRATION USING CISCO 2022,"OSPF has been properly configured on a router and it is routing completely. However, when Neighbor ID Pri State Dead Time Address Interface 192.168.1.2 1 2WAY/DROTHER 00:00:39 192.168.0.2 GigabitEthernet0/0192.168.1.3 1 FULL/BDR 00:00:34 192.168.0.3 GigabitEthernet0/0192.168.1.4 1 FULL/DR 00:00:32 192.168.0.4 GigabitEthernet0/0. Why is an adjacency not being formed with neighbor 192.168.1.2?",OSPF has not been configured on 192.168.1.2 and therefore is not participating in OSPF.,,,,A
NETWORK ADMINISTRATION USING CISCO 2022,How does a Cisco router act when it received two routes to the same network which are from different routing protocols and have the exact same cost?,Both routes are put into the routing table. The routes are used in a round-robin form to equally use both paths to the destination.,The route received on the lower number port is put into the routing table.,The route learned from the routing protocol with the lower administrative distance is placed into the routing table.,Both routes are put into the routing table. The second route is only used if the first route fails.,C
NETWORK ADMINISTRATION USING CISCO 2022,"Starting with the network 192.168.128.0/24, how many different networks can be made by changing the subnet mask to 255.255.255.224?",8,4,16,2,A
NETWORK ADMINISTRATION USING CISCO 2022,What is the correct wildcard mask to match the network 192.168.52.0/26?,0.0.0.63,0.0.0.255,0.0.0.31,0.0.0.47,A
NETWORK ADMINISTRATION USING CISCO 2022,"What is an appropriate subnet mask to support, as closely as possible, a classroom network of at least 34 student stations but not more than 60?",255.255.255.224,255.255.255.192,255.255.255.0,255.255.255.240,B
NETWORK ADMINISTRATION USING CISCO 2022,"A DHCP Server was configured with a network pool of 192.168.40.0/24 and default gateway of 192.168.40.1. Over 200 clients have verified that they have received IP addresses. However, only the first 127 clients can access other networks while the other half are not. What is most likely the issue?",The DHCP Server was setup as a /25 network.,,,,A
NETWORK ADMINISTRATION USING CISCO 2022,What command should be used to log messages so that there is a record when they are generated?,NTP server 10.1.10.83,Clock timezone EST -5,Service timestamps log datetime,Show log time,C
NETWORK ADMINISTRATION USING CISCO 2022,When should an engineer measure network operation to create a baseline?,"Same time, every day to identify typical patterns","Different time, every day to identify abnormal patterns","Same day, different times to identify random patterns",During low work periods to identify minimum patterns,A
NETWORK ADMINISTRATION USING CISCO 2022,What is a function of the syslog service?,Periodically poll information,Provide statistics of packets,Traffic analysis,Specify type of logging information captured,D
NETWORK ADMINISTRATION USING CISCO 2022,Which factor can be controlled when implementing QoS in a network?,Delay,Speed,Routing,Addressing,A
NETWORK ADMINISTRATION USING CISCO 2022,What is a characteristic of voice traffic?,It should not exceed 150ms,It requires at least 300kbs of bandwidth,It consumes a lot of resources,It is unpredictable,A
NETWORK ADMINISTRATION USING CISCO 2022,Why would a network engineer create a network baseline?,Design the network,Select the equipment to deploy,Identify abnormal behavior,Evaluate security vulnerabilities,C
NETWORK ADMINISTRATION USING CISCO 2022,What does the EtherChannel load-balancing method src-dst-ip do?,Provide redundant links to support link failures,Provide redundant devices to support failures,Group multiple interfaces to increase bandwidth,Group devices to share a single interface,B
NETWORK ADMINISTRATION USING CISCO 2022,How would an engineer prevent packet loss on a congested interface?,Disable queuing,Decrease buffer,Increase capacity on the link,Avoid traffic bursts,C
NETWORK ADMINISTRATION USING CISCO 2022,A network engineer does a ping test and receives several values in return. Which value shows the time it takes for a packet to travel to and from the destination?,Latency,Speed,Delay,Priority,A
NETWORK ADMINISTRATION USING CISCO 2022,Which type of VPN includes using Digital certificates and public key infrastructure?,IPsec,GRE over IPsec,SSL VPN,Multipoint VPN,C
NETWORK ADMINISTRATION USING CISCO 2022,Which type of VPN is an enterprise-managed VPN?,IPsec,GRE tunnel,Clientless SSL VPN,IPsec VTI VPN,C
NETWORK ADMINISTRATION USING CISCO 2022,Which of the following is a public WAN infrastructure technology?,VPN,Cable,Leased Lines,DSL,C
NETWORK ADMINISTRATION USING CISCO 2022,Why would you use the overload keyword on the following command? ip nat inside source list 1 pool POOL overload,Allows many hosts to share an inside global address,Allows a single host to use several global addresses,Allows many external hosts to communicate with a single internal host,Allow fast NAT translation by forcing table entries to be cached in the NAT ASIC,A
NETWORK ADMINISTRATION USING CISCO 2022,Which of the following is an advantage when deploying NAT for IPv4 in a network?,Improving packet handling,Authentication capability on IPv4,Slows IPv4 depletion,Impacts switch performance,C
NETWORK ADMINISTRATION USING CISCO 2022,What does the 'show access-lists' command display?,All access-lists that have been defined on the device,All access-lists that have been defined and are currently being used on the device,Only access-lists that are currently being used on the device,Only named access-lists,A
NETWORK ADMINISTRATION USING CISCO 2022,"Reading the following output, what is the effect you should expect? Market-SW11# show interface switchport Name: Fa0/24 Switchport: Enabled Administrative Mode: trunk Operational Mode: trunk Administrative Trunking Encapsulation: dot1q Operational Trunking Encapsulation: dot1q Negotiation of Trunking: On Access Mode VLAN: 1 (default) Trunking Native Mode VLAN: 1 (default) Voice VLAN: none Administrative private-vlan host-association: none Administrative private-vlan mapping: none Administrative private-vlan trunk native VLAN: none Administrative private-vlan trunk encapsulation: dot1q Administrative private-vlan trunk normal VLANs: none Administrative private-vlan trunk private VLANs: none Operational private-vlan: none Trunking VLANs Enabled: 1-29,31-1005 Pruning VLANs Enabled: 2-1001 Capture Mode Disabled Capture VLANs Allowed: ALL Protected: false Unknown unicast blocked: disabled Unknown multicast blocked: disabled Appliance trust: none",The port is in trunk mode and is trunking for all VLANs except VLAN 30,The port will dynamically become a trunk port if it detects if the remote port is in trunk mode,Switchport operations on this port have been disabled,VLAN 10 is the native VLAN for this port,A
NETWORK ADMINISTRATION USING CISCO 2022,"When a port on a Cisco switch is configured to be a trunk port, what is the default behavior for VLANs?",Only VLAN 1 is trunked by default,VLANs lower than 100 are trunked by default,VLANs over 100 are trunked by default,All VLANs are trunked by default,A
NETWORK ADMINISTRATION USING CISCO 2022,What is a Native VLAN?,It is the specified VLAN that the trunk port will not tag frames when sending and any frames received without tags will be directed to that VLAN.,It is another name for the Default VLAN.,It is the first or primary VLAN that the trunk port will attempt to send frames with VLAN tags.,It is a required setting to allow all communication with a Cisco Router.,A
NETWORK ADMINISTRATION USING CISCO 2022,"While you are connected to the console port of a Cisco switch, you keep receiving the following error: %CDP-4-NATIVE_VLAN_MISMATCH: Native VLAN mismatch discovered on FastEthernet0/23 (1), with SW11 FastEthernet0/1 (10). What is most likely the issue?",The native VLAN setting for the local port Fa0/23 is set to VLAN 10 while on the remote port it is set to VLAN 1.,The native VLAN setting for the local port Fa0/23 is set to VLAN 1 while on the remote port it is set to VLAN 10.,CDP has been improperly configured to share the native VLAN value.,The local port Fa0/23 was not able to learn the appropriate Native VLAN setting from the remote port.,D
